words,bad_probs,Thresh,Flag
moosrsmbagh,0.050971898,0.001333247,FALSE
iannstt,0.050874355,0.001333247,FALSE
pprppr,0.05075406,0.001333247,FALSE
kshsshsh,0.0506504,0.001333247,FALSE
nshsh,0.050565844,0.001333247,FALSE
insmttmart,0.050407714,0.001333247,FALSE
insmtmar,0.050394419,0.001333247,FALSE
roarksgreenvista,0.050305234,0.001333247,FALSE
pranshmt,0.050105703,0.001333247,FALSE
DSRWhitewater,0.050070758,0.001333247,FALSE
baghljngampally,0.049979238,0.001333247,FALSE
kurtosshhh,0.049870047,0.001333247,FALSE
ghssh,0.049786871,0.001333247,FALSE
ttrdh,0.049579557,0.001333247,FALSE
19-10-18/2'oldRrpata,0.049575237,0.001333247,FALSE
kkllll,0.049546158,0.001333247,FALSE
sharkspce,0.049494854,0.001333247,FALSE
hsssh,0.049470425,0.001333247,FALSE
MPSSchool,0.049378034,0.001333247,FALSE
kaushsmbhi,0.049254013,0.001333247,FALSE
sangivparknrvijaypark305floraamurrod,0.04918855,0.001333247,FALSE
kkkks,0.049083859,0.001333247,FALSE
kklpppoloo,0.048852904,0.001333247,FALSE
kssksi,0.048773162,0.001333247,FALSE
hshwha,0.04872335,0.001333247,FALSE
avlhlli.near.motherland.school,0.048569346,0.001333247,FALSE
kirshnpur,0.048501932,0.001333247,FALSE
songrqmpur,0.048429564,0.001333247,FALSE
plplll,0.048390341,0.001333247,FALSE
jngng,0.048323879,0.001333247,FALSE
indiabullsbgreens,0.048291841,0.001333247,FALSE
1401stcrosskghalli,0.048276461,0.001333247,FALSE
nshwh,0.04800243,0.001333247,FALSE
nearmchparkcolony,0.047823466,0.001333247,FALSE
shakamamssjhs,0.047821197,0.001333247,FALSE
jendnnc,0.047624331,0.001333247,FALSE
baVpldd0peTest123,0.047617796,0.001333247,FALSE
nnnnkaka,0.047580864,0.001333247,FALSE
damsndra,0.047480694,0.001333247,FALSE
Hn80sbibankwaligalinearoldchhopad,0.047083117,0.001333247,FALSE
grbllp342,0.046935273,0.001333247,FALSE
nanansnddn,0.046776762,0.001333247,FALSE
Xhrsts,0.046771075,0.001333247,FALSE
kshss,0.046757872,0.001333247,FALSE
inamtmstt,0.046714103,0.001333247,FALSE
trttt,0.046586894,0.001333247,FALSE
wnshsh,0.046570245,0.001333247,FALSE
ncknc,0.04653145,0.001333247,FALSE
govthosptstaffquartersbehindtandurpostoffice,0.046472551,0.001333247,FALSE
najansjns,0.046315502,0.001333247,FALSE
whtsver,0.046289764,0.001333247,FALSE
jajavshsheh,0.0462463,0.001333247,FALSE
sureshsrvi233@gmail.com,0.046045457,0.001333247,FALSE
ismmtmart,0.046038085,0.001333247,FALSE
ismtmmart,0.046038085,0.001333247,FALSE
pppllkk,0.045995709,0.001333247,FALSE
pannrnt,0.045813158,0.001333247,FALSE
panrnnt,0.045813158,0.001333247,FALSE
indigo.gwrth,0.045804322,0.001333247,FALSE
"plotno157,158,RoyalVlgRoad,Kakatheeyahills",0.045696099,0.001333247,FALSE
jansksks,0.045665994,0.001333247,FALSE
pachpkhadi,0.045623356,0.001333247,FALSE
khchripur,0.045612525,0.001333247,FALSE
pareshmehtasangivparknrvijayparkmirroadphnober9326241713,0.045300783,0.001333247,FALSE
nasnannshs,0.045228699,0.001333247,FALSE
AslamtlaringSvpathTitagarh,0.045083614,0.001333247,FALSE
drdrd,0.044896281,0.001333247,FALSE
ts7wnsksisi,0.044881858,0.001333247,FALSE
salalalalszzs.,0.044846684,0.001333247,FALSE
insmktart,0.044742031,0.001333247,FALSE
dddsss----33----9,0.044675111,0.001333247,FALSE
janaghdhd,0.044645175,0.001333247,FALSE
sa@@@@l.essssZzzz,0.044568615,0.001333247,FALSE
iantmwrt,0.044564189,0.001333247,FALSE
shivssktiarkit,0.044465671,0.001333247,FALSE
inammtsrt,0.044386778,0.001333247,FALSE
ban.jaia.ka.oKa.ksk.aksmms.ka,0.044158676,0.001333247,FALSE
htthtury,0.044154822,0.001333247,FALSE
mmmmppppp,0.044114097,0.001333247,FALSE
dowlldd,0.044028168,0.001333247,FALSE
jvnclave,0.043815489,0.001333247,FALSE
ayussshh,0.043721619,0.001333247,FALSE
inamtmsrt,0.043644579,0.001333247,FALSE
Tukarambuilngrroomnob91stfloor,0.043583631,0.001333247,FALSE
Qgssh,0.043363542,0.001333247,FALSE
gndnflor,0.043347668,0.001333247,FALSE
kksksi,0.043333297,0.001333247,FALSE
itrswn,0.043211479,0.001333247,FALSE
kkkklll,0.042917379,0.001333247,FALSE
flsmdith,0.042825483,0.001333247,FALSE
hayatayaabbdhdid,0.042713203,0.001333247,FALSE
nshshsh,0.04260492,0.001333247,FALSE
drtrrrerk,0.042370939,0.001333247,FALSE
frtrr,0.042325029,0.001333247,FALSE
laishndf,0.042247992,0.001333247,FALSE
khrchu,0.042247434,0.001333247,FALSE
makssbh,0.042175096,0.001333247,FALSE
vsssss,0.042161185,0.001333247,FALSE
kkrkkr,0.042099489,0.001333247,FALSE
bharrrrt,0.04207077,0.001333247,FALSE
mblockparkkakskfkg,0.042044647,0.001333247,FALSE
instamartvgv,0.042016707,0.001333247,FALSE
inamrmsrt,0.041995773,0.001333247,FALSE
nngng,0.041925776,0.001333247,FALSE
ngnng,0.041925776,0.001333247,FALSE
5mldchikkabegur,0.041922946,0.001333247,FALSE
"India,undefinedajjssns",0.041815863,0.001333247,FALSE
NGHSS,0.041734506,0.001333247,FALSE
ffftr,0.041724002,0.001333247,FALSE
whwsh,0.041671435,0.001333247,FALSE
nshshns,0.041539396,0.001333247,FALSE
trddd,0.041531895,0.001333247,FALSE
Sddsssssseedr,0.041523914,0.001333247,FALSE
hnghm,0.041501495,0.001333247,FALSE
insmtmat,0.041486061,0.001333247,FALSE
KKCTH,0.041295091,0.001333247,FALSE
mwajnssh,0.041183638,0.001333247,FALSE
PTMSTWE7NWILSE3,0.041168456,0.001333247,FALSE
mqkallamshwn,0.040937108,0.001333247,FALSE
instamartvbb,0.040868862,0.001333247,FALSE
bettadasqnqpura,0.040817171,0.001333247,FALSE
dhrsshh,0.040754094,0.001333247,FALSE
anslplaja,0.040727953,0.001333247,FALSE
parkmblockdkkdekkw,0.040601383,0.001333247,FALSE
srngr,0.040570082,0.001333247,FALSE
xjkslosekksososos,0.040567005,0.001333247,FALSE
Sekunthsla,0.040492641,0.001333247,FALSE
ckckcicic,0.040451259,0.001333247,FALSE
kendhdm,0.040243853,0.001333247,FALSE
mblockoarkdjff,0.040221882,0.001333247,FALSE
dsppp,0.040195762,0.001333247,FALSE
mmmmpppl,0.040028409,0.001333247,FALSE
trtttt,0.039967648,0.001333247,FALSE
ghsss,0.039929009,0.001333247,FALSE
nwumadrrlandschool,0.039894192,0.001333247,FALSE
kkskss,0.03985445,0.001333247,FALSE
insmmtart,0.039826811,0.001333247,FALSE
ntnthrg,0.039808592,0.001333247,FALSE
jnshss,0.039785134,0.001333247,FALSE
fffgh,0.039765369,0.001333247,FALSE
tchching,0.039752406,0.001333247,FALSE
shakamssmsj,0.039711575,0.001333247,FALSE
ssskkkk,0.039700047,0.001333247,FALSE
GOVERNMENTBSCHOOL,0.039691978,0.001333247,FALSE
jsndnckala,0.039432192,0.001333247,FALSE
unxjxjakakaka,0.039418303,0.001333247,FALSE
ckckci,0.039362497,0.001333247,FALSE
hxtst,0.039351509,0.001333247,FALSE
ffffc,0.039178201,0.001333247,FALSE
amrhstreet,0.039050255,0.001333247,FALSE
enndhd,0.038997037,0.001333247,FALSE
mblockoarkdkckkckckckkv,0.038962901,0.001333247,FALSE
"f4,Rajaghjff",0.038929016,0.001333247,FALSE
jannsmks,0.038919459,0.001333247,FALSE
slalalal..esssszzxx,0.038914781,0.001333247,FALSE
insmmratt,0.038855893,0.001333247,FALSE
kskss,0.038706898,0.001333247,FALSE
kssks,0.038706898,0.001333247,FALSE
1stdfloor,0.038563618,0.001333247,FALSE
dddss,0.038510168,0.001333247,FALSE
tswrt43,0.038452871,0.001333247,FALSE
ksthb,0.038429672,0.001333247,FALSE
9wpansmss,0.038397512,0.001333247,FALSE
kkkske,0.0383831,0.001333247,FALSE
xmndd,0.038310277,0.001333247,FALSE
shrrnathji,0.038283437,0.001333247,FALSE
sunnssm,0.038256733,0.001333247,FALSE
trdgh,0.038250266,0.001333247,FALSE
insmtmatt,0.038247267,0.001333247,FALSE
dhshsh,0.038240035,0.001333247,FALSE
jshsssh,0.038233167,0.001333247,FALSE
zjjzjananan,0.038186144,0.001333247,FALSE
bhshsh,0.038167993,0.001333247,FALSE
1thmainroadjjrnagar,0.038138894,0.001333247,FALSE
nanaksskbs,0.038111431,0.001333247,FALSE
cheemvhndra,0.038091817,0.001333247,FALSE
",nzkkkajaba",0.038038342,0.001333247,FALSE
exclcloud,0.038024804,0.001333247,FALSE
nqjqjwnanabavav,0.037988734,0.001333247,FALSE
wnnss,0.037924194,0.001333247,FALSE
plppl,0.037651599,0.001333247,FALSE
ffffg,0.037612355,0.001333247,FALSE
iammrtt,0.037583823,0.001333247,FALSE
kksplllw,0.0375821,0.001333247,FALSE
nanshsn,0.037575674,0.001333247,FALSE
29wksshddhnd,0.037526025,0.001333247,FALSE
sakzzzzes,0.037466262,0.001333247,FALSE
slivercsprings,0.037457789,0.001333247,FALSE
sssslka,0.03740615,0.001333247,FALSE
kkssm,0.037347948,0.001333247,FALSE
ntnnt,0.037283227,0.001333247,FALSE
nshshshshsh,0.037148541,0.001333247,FALSE
endhxf,0.037099912,0.001333247,FALSE
kbhpcolony,0.037018184,0.001333247,FALSE
kskkkkkkk,0.036945027,0.001333247,FALSE
"PUNJABI,klTCHEN",0.036937039,0.001333247,FALSE
salemsmms.s.s..s,0.036891492,0.001333247,FALSE
Frghtfffffffff,0.036890663,0.001333247,FALSE
baja.kaka.kamks.Kamksm.aks.kzmKs,0.036819959,0.001333247,FALSE
shnnn,0.036800419,0.001333247,FALSE
prahsntm,0.036787169,0.001333247,FALSE
krkrkr,0.036779471,0.001333247,FALSE
sal.eexxxss,0.036772825,0.001333247,FALSE
jansnsks,0.036557866,0.001333247,FALSE
spctra,0.036539708,0.001333247,FALSE
kksshd,0.036535922,0.001333247,FALSE
shielslelskks,0.036489061,0.001333247,FALSE
sssmcri,0.036484733,0.001333247,FALSE
xmkskalakms,0.03646523,0.001333247,FALSE
jjiookklll,0.036418239,0.001333247,FALSE
thcth,0.036342319,0.001333247,FALSE
mblockparkdjhf,0.036238242,0.001333247,FALSE
ffffv,0.036228553,0.001333247,FALSE
ld0dprtt,0.036175657,0.001333247,FALSE
nsidnndd,0.036137353,0.001333247,FALSE
igrdsr,0.036136637,0.001333247,FALSE
trttttt,0.036085977,0.001333247,FALSE
mushaksnsj,0.036018205,0.001333247,FALSE
skncnckala,0.035981465,0.001333247,FALSE
jfjdkkkkororoor,0.035957497,0.001333247,FALSE
nddbh,0.03590741,0.001333247,FALSE
frcrce,0.035814258,0.001333247,FALSE
xmxkkslakaka,0.035786587,0.001333247,FALSE
lodosoos9s9s9snsksisjd,0.035763492,0.001333247,FALSE
mblockparklajfjfjf,0.035748606,0.001333247,FALSE
trffffooi9,0.035711482,0.001333247,FALSE
mblockparkpqiencncc,0.035704031,0.001333247,FALSE
djncnckala,0.035665784,0.001333247,FALSE
najrulmalllck98@gmail.com,0.035627417,0.001333247,FALSE
sthrh,0.035601362,0.001333247,FALSE
jhannnjnj,0.035523022,0.001333247,FALSE
ANqI11lpHsTest123,0.035519244,0.001333247,FALSE
tmhwja,0.035518306,0.001333247,FALSE
wtshn,0.03546394,0.001333247,FALSE
kkksks,0.035409325,0.001333247,FALSE
kkskks,0.035409325,0.001333247,FALSE
wjqkswjidemien,0.035388031,0.001333247,FALSE
dghssh,0.035385124,0.001333247,FALSE
nendndhd,0.035346573,0.001333247,FALSE
kkssk,0.035324848,0.001333247,FALSE
ngnddg,0.035313102,0.001333247,FALSE
kblck,0.035308924,0.001333247,FALSE
oosksskk,0.035082495,0.001333247,FALSE
manshdhd,0.034864308,0.001333247,FALSE
ndhshs,0.034851591,0.001333247,FALSE
vabhahnshjhss,0.034739849,0.001333247,FALSE
kskkkkk,0.034646904,0.001333247,FALSE
SLVGRANDAPT,0.034640751,0.001333247,FALSE
desnndnd,0.034485243,0.001333247,FALSE
sjnshe,0.03442231,0.001333247,FALSE
jshnd,0.034270399,0.001333247,FALSE
mamssns,0.034252977,0.001333247,FALSE
fjkfkdororirooror,0.034247802,0.001333247,FALSE
",nnzakkakksns",0.034237234,0.001333247,FALSE
nznzmalalal,0.034110212,0.001333247,FALSE
lahtsbhu,0.034098526,0.001333247,FALSE
bshskaka,0.034031838,0.001333247,FALSE
shbrve,0.034014222,0.001333247,FALSE
shndn,0.033998834,0.001333247,FALSE
vishnuoshsks,0.033995068,0.001333247,FALSE
dghssusu,0.033913067,0.001333247,FALSE
nshshhsins,0.033899379,0.001333247,FALSE
kendshhd,0.03385635,0.001333247,FALSE
kannsnk,0.0338411,0.001333247,FALSE
skxnnckalla,0.033820773,0.001333247,FALSE
prshshh,0.033816052,0.001333247,FALSE
najhhsha,0.033796282,0.001333247,FALSE
lkkkkkk,0.033735181,0.001333247,FALSE
jntmt,0.033717761,0.001333247,FALSE
nnnss,0.033695923,0.001333247,FALSE
nanshsb,0.033671498,0.001333247,FALSE
inamtmwrt,0.033648992,0.001333247,FALSE
RGSSH,0.033636582,0.001333247,FALSE
vshnnjid,0.033617513,0.001333247,FALSE
mgschool,0.033571106,0.001333247,FALSE
Nvrpride,0.033528265,0.001333247,FALSE
xmekelldlr,0.033525871,0.001333247,FALSE
ntnng,0.033523645,0.001333247,FALSE
nddnd,0.033509695,0.001333247,FALSE
hahahahanahshxnxms,0.033483564,0.001333247,FALSE
lodrnksje,0.033477377,0.001333247,FALSE
shshbe,0.033464219,0.001333247,FALSE
marrrrkkkkkkk,0.033441985,0.001333247,FALSE
kskks,0.033387922,0.001333247,FALSE
kksks,0.033387922,0.001333247,FALSE
Randhhc,0.033360369,0.001333247,FALSE
fGNKMt2A3RTest123,0.033313823,0.001333247,FALSE
xjddhee,0.033270849,0.001333247,FALSE
mblovkparldkkf,0.033148167,0.001333247,FALSE
nsshb,0.033139925,0.001333247,FALSE
mblockparkdkdkfkcooficovigogo,0.033134442,0.001333247,FALSE
shshhe,0.033128554,0.001333247,FALSE
frdddghu,0.033051022,0.001333247,FALSE
jansshbsji,0.033019129,0.001333247,FALSE
383CBANSTREETMNlRKA,0.033000324,0.001333247,FALSE
kkakskkw,0.03299105,0.001333247,FALSE
11gcrcghatroad,0.032979179,0.001333247,FALSE
dffffff,0.03297565,0.001333247,FALSE
nanndhfj,0.032965796,0.001333247,FALSE
zknxnckalalal,0.032942873,0.001333247,FALSE
kkkksk,0.032911766,0.001333247,FALSE
shrkb,0.032897085,0.001333247,FALSE
xle0rpprrt,0.032884623,0.001333247,FALSE
dghsse,0.032880534,0.001333247,FALSE
prnske,0.032822379,0.001333247,FALSE
gnsnanckkj,0.032783411,0.001333247,FALSE
mamsksks,0.032782689,0.001333247,FALSE
hajajaajisnsbbaj,0.032747818,0.001333247,FALSE
brndfactory,0.032707152,0.001333247,FALSE
sbajjakanshsj,0.03265929,0.001333247,FALSE
hajajMNNs,0.032590055,0.001333247,FALSE
sowldld,0.032552956,0.001333247,FALSE
djndhe,0.032518237,0.001333247,FALSE
ehididduddhdddjdundh,0.032484959,0.001333247,FALSE
xnkzkakakaka,0.032469806,0.001333247,FALSE
bhndb,0.032442032,0.001333247,FALSE
ddrrss,0.032438798,0.001333247,FALSE
ssppt,0.032387851,0.001333247,FALSE
pannnnm,0.032369837,0.001333247,FALSE
menddjk,0.032341135,0.001333247,FALSE
jajakamasnbdb,0.03231903,0.001333247,FALSE
snnshe,0.032318443,0.001333247,FALSE
Sccchoool,0.032304858,0.001333247,FALSE
ennndn,0.03227218,0.001333247,FALSE
hasmthpet,0.03226013,0.001333247,FALSE
hshsty,0.032248974,0.001333247,FALSE
sbhskskakans,0.03223074,0.001333247,FALSE
nakakansmsbs,0.032192643,0.001333247,FALSE
kendnncc,0.032177391,0.001333247,FALSE
drtrf,0.032161855,0.001333247,FALSE
kssnnskskalaa,0.032111292,0.001333247,FALSE
829wnsksndos.s,0.032107697,0.001333247,FALSE
fchsh,0.032076842,0.001333247,FALSE
ssslka,0.032057253,0.001333247,FALSE
alalsksn,0.032010489,0.001333247,FALSE
brbrt,0.032005581,0.001333247,FALSE
gsshsusisj,0.031973956,0.001333247,FALSE
mblockkdkdf,0.031966797,0.001333247,FALSE
dkksksjaha,0.031959821,0.001333247,FALSE
rkrkr,0.03195599,0.001333247,FALSE
jakahsnshs,0.0319203,0.001333247,FALSE
ejnnshsh,0.031896356,0.001333247,FALSE
wjjwnenes,0.031880698,0.001333247,FALSE
enncjdkakka,0.031867178,0.001333247,FALSE
scchhooll,0.031849719,0.001333247,FALSE
brdhdi,0.031821807,0.001333247,FALSE
wjssjsisisisis,0.031820527,0.001333247,FALSE
dhrjri,0.031818647,0.001333247,FALSE
xbhsh,0.031808101,0.001333247,FALSE
tcrdda,0.031732885,0.001333247,FALSE
jhababsshs,0.031708424,0.001333247,FALSE
BGSSCHOOL,0.031699486,0.001333247,FALSE
hskshehe,0.031679216,0.001333247,FALSE
gdsst,0.031620131,0.001333247,FALSE
insmrnsrt,0.031584223,0.001333247,FALSE
HSPPPE,0.031580085,0.001333247,FALSE
jaldhbs,0.031575764,0.001333247,FALSE
bhnjn,0.031533233,0.001333247,FALSE
nshshs,0.031411261,0.001333247,FALSE
spctrum,0.031410544,0.001333247,FALSE
29kejnddnd,0.031382964,0.001333247,FALSE
gshst,0.031381568,0.001333247,FALSE
ghffff,0.031371154,0.001333247,FALSE
ContarctpdoAi,0.031365692,0.001333247,FALSE
"6F3HXCRM+G7,undefined",0.031364092,0.001333247,FALSE
inskmtart,0.031361401,0.001333247,FALSE
fndnflor,0.031348661,0.001333247,FALSE
khthv,0.031289926,0.001333247,FALSE
mblockparkfjkffk,0.031271854,0.001333247,FALSE
hsksshsh,0.031247938,0.001333247,FALSE
mammksk,0.031246938,0.001333247,FALSE
nsnshebe,0.031218812,0.001333247,FALSE
ksjxnckal,0.031157615,0.001333247,FALSE
yysusososissjjs,0.03114207,0.001333247,FALSE
mblockparkfjfkkf,0.031133612,0.001333247,FALSE
encnncncksis,0.031123652,0.001333247,FALSE
msmnsha,0.031104572,0.001333247,FALSE
bshssh,0.031025792,0.001333247,FALSE
dhnnn,0.030938762,0.001333247,FALSE
nngch,0.030913369,0.001333247,FALSE
t7ensksj,0.030899505,0.001333247,FALSE
gshssudu,0.030896884,0.001333247,FALSE
bhnnn,0.03086592,0.001333247,FALSE
aakashknmar,0.030812222,0.001333247,FALSE
nssnd,0.030808095,0.001333247,FALSE
shevddjsamaja,0.030778561,0.001333247,FALSE
iatmwrt,0.03077511,0.001333247,FALSE
nasnnssnna,0.030760769,0.001333247,FALSE
aalalal.eezssZzzsss,0.030753338,0.001333247,FALSE
bakshsn:(7,0.030751455,0.001333247,FALSE
gichmbch,0.030739649,0.001333247,FALSE
wjshwe,0.030726449,0.001333247,FALSE
rghnnc,0.030707128,0.001333247,FALSE
neknsmpur,0.030707021,0.001333247,FALSE
iNjshw,0.030702302,0.001333247,FALSE
anngvnsh,0.030673302,0.001333247,FALSE
ssskja,0.030668942,0.001333247,FALSE
29djdkksksososoosos,0.030574247,0.001333247,FALSE
kakshdkskansnsm,0.030562523,0.001333247,FALSE
mblockdkkfjg,0.030515221,0.001333247,FALSE
ammaksjsh,0.030509721,0.001333247,FALSE
nddnnd,0.030485119,0.001333247,FALSE
gdhnd,0.030475178,0.001333247,FALSE
kkskk,0.030470623,0.001333247,FALSE
kkksk,0.030470623,0.001333247,FALSE
kskkk,0.030470623,0.001333247,FALSE
ssssl,0.030447644,0.001333247,FALSE
ghdkgudufiditidydidhdidhdif,0.030446506,0.001333247,FALSE
zkkzkamakak,0.030389736,0.001333247,FALSE
kkskskks,0.030385375,0.001333247,FALSE
uenwkskusisn,0.03037783,0.001333247,FALSE
prshqnt,0.030354401,0.001333247,FALSE
krbbriebehi,0.030341672,0.001333247,FALSE
xnjzkKakakajja,0.030341632,0.001333247,FALSE
jalshdb,0.030309641,0.001333247,FALSE
mblockparkekkfjfkg,0.030254442,0.001333247,FALSE
sa...lllesszzzxxzzz,0.030202807,0.001333247,FALSE
mblockwodkjfg,0.030182517,0.001333247,FALSE
solssld,0.030156965,0.001333247,FALSE
iPounsbmPFTest123Test123,0.030145017,0.001333247,FALSE
snjcnckkala,0.030127568,0.001333247,FALSE
nkdksisi,0.030096621,0.001333247,FALSE
nndnd,0.030053342,0.001333247,FALSE
mzkzkamanala,0.030050577,0.001333247,FALSE
mblockparkdnxndks,0.030050233,0.001333247,FALSE
ntnkto,0.030037383,0.001333247,FALSE
jdhnd,0.030019835,0.001333247,FALSE
ffghn,0.029994714,0.001333247,FALSE
kshfr,0.02994089,0.001333247,FALSE
mansnddkkdd,0.029940498,0.001333247,FALSE
nansnjnnn,0.029890785,0.001333247,FALSE
xjndnd,0.029838541,0.001333247,FALSE
7qow.akamamwkwmoa,0.029810896,0.001333247,FALSE
najanjzzn,0.02980284,0.001333247,FALSE
ban.kakm.kaan.kiwm.k.wksmm.ka.naia.,0.029789807,0.001333247,FALSE
prajwaljshsh,0.029783563,0.001333247,FALSE
jnssnnd,0.02974972,0.001333247,FALSE
